INCIDENT INFO,DESCRIPTION,START_DT,MODIFIED_DT,QUADRANT,Longitude,Latitude,Count,id,Point,geometry
Eastbound Richmond Road approaching 51 Street SW,Multi-vehicle incident.  Blocking the EB left lane and EB left turn bay,2020/12/01 05:24:00 PM,,,-114.1607003,51.01795678,1,2020-12-01T17:24:0451.01795678323354-114.16070026736301,POINT (-114.1607003 51.01795678),POINT (278323.9301955956 5656576.861681659)
Westbound Memorial Drive at Edmonton Trail NE,Two vehicle incident. Blocking the left lane,2021/04/19 07:56:00 AM,,,-114.0501446,51.05074029,1,2021-04-19T07:56:1551.050740285716664-114.05014457037794,POINT (-114.0501446 51.05074029),POINT (286227.2105303542 5659894.515326534)
4 Street and 6 Avenue SW,Traffic incident.,2022/04/12 04:01:00 PM,2022/04/12 04:09:00 PM,SW,-114.0714791,51.04768868,1,2022-04-12T16:01:0051.04768868028355-114.07147910086277,POINT (-114.0714791 51.04768868),POINT (284718.10042898275 5659617.432405642)
14 Avenue and 2 Street SW,Two vehicle incident.,2017/10/04 06:24:00 PM,2017/10/04 06:25:00 PM,SW,-114.068369,51.03966819,1,2017-10-04T17:24:3051.0396681908642-114.068368975305,POINT (-114.068369 51.03966819),POINT (284898.87792882416 5658716.6943503795)
Mcknight Boulevard and 4 Street NW,Two vehicle incident.,2019/11/13 04:08:00 PM,,,-114.0715106,51.09557532,1,2019-11-13T16:08:2651.09557531673349-114.0715106475469,POINT (-114.0715106 51.09557532),POINT (284938.12003346835 5664941.1579968445)
 Southbound Deerfoot Trail at 16 Avenue NE ,Traffic incident. Blocking the right lanes,2023/11/21 04:02:44 AM,2023/11/21 04:05:02 AM,NE,-114.02693335241644,51.06886193470496,1,2023-11-21T04:02:4451.06886193470496-114.02693335241644,POINT (-114.02693335241644 51.06886193470496),POINT (287936.53932668467 5661841.997394133)
Glenmore Trail and 18 Street SE,Two vehicle incident. Blocking the ramp on to NB 18 St and right lane on NB 18 St,2020/06/30 02:49:00 PM,,,-114.0156291,50.97958538,1,2020-06-30T14:49:0450.97958537939242-114.01562912652723,POINT (-114.0156291 50.97958538),POINT (288321.8652527195 5651884.421829045)
Northbound 52 Street and 26 Avenue NE,Multi-vehicle incident. Blocking the right lane,2019/12/05 12:58:00 PM,,,-113.9585037,51.07631642,1,2019-12-05T12:58:4451.076316418559436-113.95850372591498,POINT (-113.9585037 51.07631642),POINT (292763.0563733812 5662475.807568729)
 Harvest Hills Boulevard and 96 Avenue NE ,Traffic incident.,2023/01/17 05:40:41 PM,2023/01/17 06:27:40 PM,NE,-114.06932145510282,51.142488425295525,1,2023-01-17T17:40:4151.142488425295525-114.06932145510282,POINT (-114.06932145510282 51.142488425295525),POINT (285309.0695656049 5670150.197689175)
Westbound Glenmore Trail at Macleod Trail SW,Traffic incident. Blocking the right lane,2020/06/05 11:31:00 AM,,,-114.0698449,50.99430157,1,2020-06-05T11:31:3650.994301574934475-114.06984490405343,POINT (-114.0698449 50.99430157),POINT (284585.17951639637 5653677.560486727)
John Laurie Boulevard and Charleswood Drive NW,Traffic incident.,2021/10/12 08:25:00 AM,,,-114.1170315,51.09657809,1,2021-10-12T08:25:5751.09657808939435-114.11703147714412,POINT (-114.1170315 51.09657809),POINT (281756.20815660345 5665186.691003339)
Westbound 64 Avenue at Deerfoot Trail NE,Two vehicle incident. Blocking the left lane,2019/02/04 04:45:00 PM,2019/02/04 04:49:00 PM,NE,-114.0425876,51.11063764,1,2019020416451351.1106376425171-114.042587644811,POINT (-114.0425876 51.11063764),POINT (287032.1264501118 5666531.526776287)
 40 Avenue and 3 Street NW ,Traffic incident. blocking multiple lanes,2024/01/04 08:17:41 PM,2024/01/04 09:05:06 PM,NW,-114.06805873189413,51.088727794629165,1,2024-01-04T20:17:4151.088727794629165-114.06805873189413,POINT (-114.06805873189413 51.088727794629165),POINT (285148.0143674958 5664169.820505656)
 11 Street and 64 Avenue NE ,Multi-vehicle incident. Blocking the EB left turn lane and SB lanes,2022/07/15 02:44:27 AM,2022/07/15 03:55:44 AM,NW,-114.03640007425004,51.11052996838765,1,2022-07-15T02:44:2751.11052996838765-114.03640007425005,POINT (-114.03640007425005 51.11052996838765),POINT (287464.6462005703 5666501.660040629)
 Northbound Deerfoot Trail approaching Anderson Road SE ,Traffic incident. Blocking the right lane,2023/11/30 06:16:30 PM,2023/11/30 06:58:54 PM,SE,-114.01856607578144,50.95232869798631,1,2023-11-30T18:16:3050.95232869798631-114.01856607578145,POINT (-114.01856607578145 50.95232869798631),POINT (287991.6279330852 5648862.70229547)
 Auburn Bay Avenue and Auburn Shores Wy SE ,Traffic incident.,2023/07/12 05:05:04 PM,2023/07/12 05:31:19 PM,SE,-113.9531033127862,50.89306368432628,1,2023-07-12T17:05:0450.89306368432628-113.9531033127862,POINT (-113.9531033127862 50.89306368432628),POINT (292324.6894611041 5642087.8756365655)
6 Street and 53 Avenue SE,Two vehicle incident.,2018/06/27 12:11:00 PM,2018/06/27 12:15:00 PM,SE,-114.0490815,51.00594612,1,2018062712111451.0059461163992-114.0490814667,POINT (-114.0490815 51.00594612),POINT (286095.4755583048 5654911.594803069)
Southbound Deerfoot Trail and 64 Avenue NE,Two vehicle incident.,2017/08/31 10:52:00 AM,2017/08/31 10:54:00 AM,NE,-114.0492326,51.11065211,1,2017-08-31T09:52:5551.1106521140099-114.049232563541,POINT (-114.0492326 51.11065211),POINT (286567.1649060681 5666552.395822216)
Southbound Deerfoot Trail and Southland Drive SE,Traffic incident.,2022/05/11 05:40:00 PM,2022/05/11 05:44:00 PM,SE,-114.0336458,50.96755011,1,2022-05-11T17:40:4750.967550112589706-114.03364583229337,POINT (-114.0336458 50.96755011),POINT (287002.36505120306 5650598.35476814)
 Westbound Glenmore Trail approaching Blackfoot Trail SE ,Stalled vehicle. blocking the middle lane,2023/07/24 04:36:33 PM,2023/07/24 06:18:42 PM,SE,-114.0491285728039,50.9944248549558,1,2023-07-24T16:36:3350.9944248549558-114.0491285728039,POINT (-114.0491285728039 50.9944248549558),POINT (286039.1513455042 5653630.899918145)
 Coach Hill Road and Old Banff Coach Road SW ,Traffic incident.,2023/03/07 06:48:36 AM,2023/03/07 08:17:48 AM,SW,-114.17766499923036,51.057348063510645,1,2023-03-07T06:48:3651.057348063510645-114.17766499923036,POINT (-114.17766499923036 51.057348063510645),POINT (277323.400666679 5661007.141976219)
Glenmore Trail at 69 Street SW,Traffic signals are blank. Crews have been dispatched,2019/05/22 07:50:00 PM,,,-114.19627,51.01378693,1,2019052219502151.013786928643-114.19626997572,POINT (-114.19627 51.01378693),POINT (275809.6596804642 5656220.973905463)
Beddington Trail and Berkshire Boulevard NW,Two vehicle incident.,2020/04/05 10:51:00 PM,,,-114.0815431,51.13813839,1,2020-04-05T22:51:1451.138138393121224-114.08154308213253,POINT (-114.0815431 51.13813839),POINT (284434.0997769644 5669702.353600915)
 Northbound Deerfoot Trail and Memorial Drive SE ,Two vehicle incident. Blocking the left lane of the WB Memorial exit ramp,2023/02/02 05:28:36 PM,2023/02/02 07:24:37 PM,SE,-114.01370425819968,51.04597327718383,1,2023-02-02T17:28:3651.04597327718383-114.01370425819967,POINT (-114.01370425819967 51.04597327718383),POINT (288758.977972121 5659259.371310529)
Country Hills Boulevard and Stoney Trail NW,Single vehicle incident.,2018/07/07 11:44:00 AM,2018/07/07 11:45:00 AM,NW,-114.2095352,51.14702095,1,2018070711443951.1470209540732-114.209535231494,POINT (-114.2095352 51.14702095),POINT (275525.6261791334 5671072.876045824)
 Southbound 12 Street and 9 Avenue SE ,Two vehicle incident. Blocking the left lane,2024/01/25 05:44:28 PM,2024/01/25 06:31:55 PM,SE,-114.0341727202664,51.04140949141292,1,2024-01-25T17:44:2851.04140949141292-114.0341727202664,POINT (-114.0341727202664 51.04140949141292),POINT (287303.6390143798 5658810.933543417)
Walden Boulevard and Walden Drive SE,Traffic incident.,2021/06/30 06:29:00 AM,,,-114.0303656,50.8680707,1,2021-06-30T06:29:2550.86807069649516-114.03036559845255,POINT (-114.0303656 50.8680707),POINT (286778.1664131306 5639529.719419038)
 80 Avenue and Saddlefield Drive NE ,Traffic incident.,2022/08/22 04:23:31 PM,2022/08/22 05:10:02 PM,NE,-113.9371153499174,51.125149243693805,1,2022-08-22T16:23:3151.125149243693805-113.9371153499174,POINT (-113.9371153499174 51.125149243693805),POINT (294477.7677856305 5667844.780600533)
 26 Street and Sunridge Boulevard NE ,Traffic incident.,2024/01/03 07:31:38 PM,2024/01/03 08:08:21 PM,NE,-113.99826984553314,51.076833665173126,1,2024-01-03T19:31:3851.076833665173126-113.99826984553314,POINT (-113.99826984553314 51.076833665173126),POINT (289980.396278467 5662646.043398815)
 1 Street and 13 Avenue SW ,Traffic signals are blank. Crew has been dispatched,2022/12/07 11:19:14 AM,2022/12/07 11:45:32 AM,SW,-114.06584365431164,51.04054614014973,1,2022-12-07T11:19:1451.04054614014973-114.06584365431165,POINT (-114.06584365431165 51.04054614014973),POINT (285079.9412112208 5658806.922599622)
Memorial Drive and Barlow Trail SE,Two vehicle incident.,2018/07/17 04:29:00 PM,2018/07/17 04:44:00 PM,SE,-114.0018713,51.04526154,1,2018071716292951.0452615399606-114.001871300783,POINT (-114.0018713 51.04526154),POINT (289585.0052549575 5659146.361349805)
Southbound Deerfoot Trail at 16 Avenue NE,2 vehicle incident moved to shoulder.,2016/12/16 12:48:00 PM,2016/12/16 12:52:00 PM,NE,-114.0285513,51.06737987,1,2016-12-16T12:48:5451.0673798693422-114.028551292521,POINT (-114.0285513 51.06737987),POINT (287816.4288169787 5661681.895644405)
Northbound 37 Street at Richmond Road SW,Single vehicle incident.,2017/03/14 05:49:00 PM,2017/03/14 05:51:00 PM,SW,-114.1412302,51.02214375,1,2017-03-14T16:49:3251.0221437542559-114.141230210372,POINT (-114.1412302 51.02214375),POINT (279709.0392512345 5656983.901097643)
Edmonton Trail and 2 Avenue NE,There is an incident involving a pedestrian- EMS on site. Blocking Edmonton Tr between 1 Ave and 4 Ave NE,2021/04/20 04:42:00 PM,,,-114.0509935,51.05467724,1,2021-04-20T16:42:4151.05467723662714-114.05099351744423,POINT (-114.0509935 51.05467724),POINT (286185.86928366695 5660334.658419979)
 Cambrian Drive and Northmount Drive NW ,Traffic incident.,2023/11/15 03:54:22 PM,2023/11/15 05:49:48 PM,NW,-114.09252236496091,51.08301172270196,1,2023-11-15T15:54:2251.08301172270196-114.09252236496093,POINT (-114.09252236496093 51.08301172270196),POINT (283408.49510767835 5663606.077822172)
Southbound Crowchild Trail and Glenmore Trail SW,Traffic incident. Blocking the right lane.,2020/08/24 04:26:00 PM,,,-114.1181657,51.00138568,1,2020-08-24T16:26:1651.00138568165849-114.11816570063283,POINT (-114.1181657 51.00138568),POINT (281228.47884939756 5654607.492840149)
Westbound 16 Avenue and 17 Street NW,Traffic incident.  Blocking the right lane,2020/05/09 06:40:00 AM,,,-114.1020928,51.06701227,1,2020-05-09T06:40:2151.06701226876986-114.10209276154148,POINT (-114.1020928 51.06701227),POINT (282663.3543463393 5661855.617689509)
 Blackfoot Trail and Heritage Drive SE ,Traffic incident.,2023/10/24 05:39:03 AM,2023/10/24 07:04:22 AM,SE,-114.05083164389126,50.98065342677022,1,2023-10-24T05:39:0350.98065342677022-114.05083164389126,POINT (-114.05083164389126 50.98065342677022),POINT (285856.266219227 5652104.865369692)
Eastbound 64 Avenue approaching Deerfoot Trail NE,Stalled vehicle.  Blocking the left lane,2019/02/21 05:51:00 PM,2019/02/21 07:00:00 PM,NE,-114.0492326,51.11065211,1,2019022117513051.1106521140099-114.049232563541,POINT (-114.0492326 51.11065211),POINT (286567.1649060681 5666552.395822216)
Northbound Deerfoot Trail approaching 17 Avenue SE,Two vehicle incident. Blocking the right lanes,2019/12/10 05:42:00 PM,,,-113.9980903,51.02882253,1,2019-12-10T17:42:1351.02882253167788-113.99809030049428,POINT (-113.9980903 51.02882253),POINT (289775.55650657986 5657307.99339781)
 Northbound Deerfoot Trail and McKenzie Towne Boulevard SE ,Traffic incident.,2023/04/14 09:45:12 PM,2023/04/14 10:08:35 PM,SE,-113.97538531446018,50.916504610723976,1,2023-04-14T21:45:1250.916504610723976-113.97538531446018,POINT (-113.97538531446018 50.916504610723976),POINT (290863.12959240586 5644756.78589679)
Southbound Sarcee Trail at Bow Trail SW,Two vehicle incident.,2018/03/07 05:27:00 PM,2018/03/07 05:29:00 PM,SW,-114.1643472,51.05604732,1,2018-03-07T17:27:2651.0560473168699-114.164347180093,POINT (-114.1643472 51.05604732),POINT (278250.23544393387 5660822.334227039)
Northbound Centre Street at 26 Avenue N,Two vehicle incident.,2020/01/09 01:36:00 PM,,,-114.0625226,51.07605823,1,2020-01-09T13:36:5051.07605822995292-114.06252255019115,POINT (-114.0625226 51.07605823),POINT (285476.9920473514 5662745.169363776)
Saddletowne Circle and 80 Avenue NE,Two vehicle incident.,2019/04/02 08:41:00 AM,,,-113.9501258,51.12524604,1,2019040208414751.1252460410954-113.950125794756,POINT (-113.9501258 51.12524604),POINT (293567.9741753738 5667891.980444399)
Edenwold Drive and Edgemont Boulevard NW,Two vehicle incident.,2020/01/06 08:03:00 AM,,,-114.145011,51.12727628,1,2020-01-06T08:03:0051.127276276599204-114.14501095875234,POINT (-114.145011 51.12727628),POINT (279943.55165954964 5668682.799719028)
 19 Street and 20 Avenue NW ,Traffic incident.,2022/06/22 10:44:46 AM,2022/06/22 11:09:17 AM,NW,-114.10629606503846,51.070546328459166,1,2022-06-22T10:44:4651.070546328459166-114.10629606503846,POINT (-114.10629606503846 51.070546328459166),POINT (282385.5145074014 5662260.922287023)
Memorial Drive and 8 Street NW,Traffic incident.,2021/04/20 11:04:00 PM,,,-114.0794926,51.05476543,1,2021-04-20T23:04:5351.054765430294424-114.07949264999249,POINT (-114.0794926 51.05476543),POINT (284189.45920083096 5660427.626549361)
2 Avenue and 4 Street NE,Traffic incident.,2022/05/26 11:51:00 AM,2022/05/26 01:03:00 PM,NE,-114.0517031,51.05467692,1,2022-05-26T11:51:5251.05467692489569-114.05170313529527,POINT (-114.0517031 51.05467692),POINT (286136.1487805007 5660336.684147909)
Kincora Boulevard and Symons Valley Road NW,Two vehicle incident.,2017/11/21 07:35:00 AM,2017/11/21 07:37:00 AM,NW,-114.1258206,51.1611005,1,2017-11-21T07:35:3451.1611005008176-114.125820584242,POINT (-114.1258206 51.1611005),POINT (281445.9321916001 5672385.831667425)
52 Street and 54 Avenue SE,Traffic signals are flashing red.,2020/03/08 06:41:00 AM,,,-113.9591321,51.00376727,1,2020-03-08T06:41:4151.00376727432057-113.95913213471862,POINT (-113.9591321 51.00376727),POINT (292394.847770034 5654412.030255648)
 5 Street and 6 Avenue SW ,Traffic incident.,2022/07/08 06:10:21 PM,2022/07/08 06:13:50 PM,SW,-114.07374593039236,51.0477521778724,1,2022-07-08T18:10:2151.047752177872404-114.07374593039235,POINT (-114.07374593039235 51.047752177872404),POINT (284559.54356038175 5659631.12270661)
Bow Bottom Trail at Deerfoot Trail SE,Single vehicle incident.,2018/02/12 08:34:00 AM,2018/02/12 09:33:00 AM,SE,-114.0306453,50.9487729,1,2018-02-12T08:34:3850.9487729040585-114.030645278814,POINT (-114.0306453 50.9487729),POINT (287127.1554007689 5648502.208573639)
 Shaganappi Trail and Valiant Drive NW ,Traffic incident.,2023/09/19 05:15:50 PM,2023/09/19 05:55:23 PM,NW,-114.15442006383432,51.09073177087441,1,2023-09-19T17:15:5051.09073177087441-114.15442006383431,POINT (-114.15442006383431 51.09073177087441),POINT (279111.0720107611 5664648.33709807)
Southbound Sarcee Trail south of 16 Avenue NW,Traffic incident. Blocking the right lane.,2020/05/13 06:15:00 AM,,,-114.1840122,51.0721274,1,2020-05-13T06:15:2451.07212739848225-114.1840122396605,POINT (-114.1840122 51.0721274),POINT (276949.80808009533 5662669.366684388)
Southbound 36 Street and 5 Avenue NE,Multi-vehicle incident.,2018/10/09 08:46:00 AM,2018/10/09 09:09:00 AM,NE,-113.9823504,51.05701536,1,2018100908461351.0570153642161-113.982350373128,POINT (-113.9823504 51.05701536),POINT (291006.00064937223 5660397.463854892)
Memorial Drive at Deerfoot Trail SE,Traffic incident.    The SB ramp has reopened. The left lane on the SB ramp remains blocked.,2021/06/28 05:48:00 PM,,,-114.019786,51.0487425,1,2021-06-28T17:48:3151.04874250098442-114.01978604656516,POINT (-114.019786 51.0487425),POINT (288345.4001119406 5659584.699638437)
 Seton Boulevard and 52 Street SE ,Two vehicle incident.  Blocking the NB shoulder,2024/02/26 05:27:39 PM,2024/02/26 06:25:20 PM,SE,-113.94231111601472,50.88513823297108,1,2024-02-26T17:27:3950.88513823297108-113.94231111601472,POINT (-113.94231111601472 50.88513823297108),POINT (293048.36926401185 5641176.469110249)
 Eastbound Mcknight Boulevard after 52 Street NE ,Traffic incident. Blocking the right lane,2023/12/13 04:51:36 PM,2023/12/13 06:17:34 PM,NE,-113.9485996125118,51.09595823818664,1,2023-12-13T16:51:3651.09595823818664-113.94859961251181,POINT (-113.94859961251181 51.09595823818664),POINT (293544.20531372237 5664631.633013994)
Northbound Deerfoot Trail at Seton Boulevard SE,Traffic incident.   The road is closed NB Please follow detour in place,2020/05/19 04:58:00 AM,,,-113.9739982,50.89451463,1,2020-05-19T04:58:5450.894514625856296-113.97399818073377,POINT (-113.9739982 50.89451463),POINT (290862.03958393564 5642308.197806028)
Southbound 52 Street and 23 Avenue NE,Two vehicle incident. Blocking the right lane,2019/06/02 08:21:00 AM,,,-113.9585038,51.07400148,1,2019-06-02T08:21:3451.0740014844207-113.958503798578,POINT (-113.9585038 51.07400148),POINT (292752.7016787026 5662218.446564146)
145 Avenue at Bannister Road SE,Two vehicle incident.,2017/05/26 05:00:00 PM,2017/05/26 05:08:00 PM,SE,-114.0704438,50.92265529,1,2017-05-26T16:00:5750.9226552949137-114.070443765071,POINT (-114.0704438 50.92265529),POINT (284211.3252752845 5645714.390646464)
Eastbound Glenmore Trail east of Crowchild Trail SW,Two vehicle incident. Blocking the left lane.,2018/12/13 05:16:00 PM,2018/12/13 05:52:00 PM,SW,-114.1164802,50.9999535,1,2018121317162950.9999535006676-114.11648021599,POINT (-114.1164802 50.9999535),POINT (281339.97289785155 5654443.273754245)
 6 Avenue and 4 Street SW ,Traffic incident.,2022/06/20 09:44:15 PM,2022/06/20 10:07:38 PM,SW,-114.07147910086276,51.04768868028355,1,2022-06-20T21:44:1551.04768868028355-114.07147910086277,POINT (-114.07147910086277 51.04768868028355),POINT (284718.1003698382 5659617.4324396895)
 Eastbound Glenmore Trail approaching Elbow Drive SW ,Multi-vehicle incident.  Blocking the right lanes,2023/11/20 07:47:45 AM,2023/11/20 08:28:52 AM,SW,-114.0865184700263,50.99431451026285,1,2023-11-20T07:47:4550.99431451026285-114.0865184700263,POINT (-114.0865184700263 50.99431451026285),POINT (283415.4690485648 5653727.8822367545)
Eastbound 33 Avenue and 22 Street SW,There is an incident involving a cyclist- EMS Dispatched.  Blocking multiple lanes,2021/08/24 09:00:00 AM,,,-114.1143436,51.02398657,1,2021-08-24T09:00:2851.0239865711232-114.11434356421252,POINT (-114.1143436 51.02398657),POINT (281602.84282034845 5657108.686399576)
Westbound 64 Avenue approaching 4 Street NW,Traffic incident. Blocking the right lane,2022/02/10 08:38:00 AM,2022/02/10 08:39:00 AM,NW,-114.0689131,51.11074016,1,2022-02-10T08:38:0951.110740158658515-114.0689130687311,POINT (-114.0689131 51.11074016),POINT (285190.30301354383 5666619.474830038)
Eastbound Glenmore Trail approaching 14 Street SW,Two vehicle incident. Blocking the right shoulder,2019/04/13 10:07:00 AM,,,-114.1020578,50.9963788,1,2019041310071950.9963787961526-114.10205778666,POINT (-114.1020578 50.9963788),POINT (282334.9417587622 5654003.165601203)
71 Avenue and Fisher Street SE,Traffic incident.,2020/12/03 06:09:00 PM,,,-114.0696677,50.98962437,1,2020-12-03T18:09:5150.98962436935478-114.0696676716041,POINT (-114.0696677 50.98962437),POINT (284575.9435939148 5653157.075585527)
Westbound 16 Avenue at Barlow Trail NE,Two vehicle incident. Blocking the right lane,2020/11/16 06:12:00 AM,,,-113.9985951,51.06706862,1,2020-11-16T06:12:2051.06706861774604-113.99859508033218,POINT (-113.9985951 51.06706862),POINT (289913.37798543845 5661561.360678827)
 Eastbound 16 Avenue at 44 Street NW ,Traffic incident. Blocking the right lane,2023/11/09 09:58:21 AM,2023/11/09 10:05:18 AM,NW,-114.15955045918687,51.06908383165162,1,2023-11-09T09:58:2151.06908383165162-114.15955045918689,POINT (-114.15955045918689 51.06908383165162),POINT (278648.5347119353 5662257.157158387)
Eastbound Glenmore Trail approaching Deerfoot Trail SE,Two vehicle incident. Blocking the right lane,2018/09/10 12:58:00 PM,2018/09/10 01:14:00 PM,SE,-114.0387655,50.9939433,1,2018091012585250.9939433036376-114.038765497983,POINT (-114.0387655 50.9939433),POINT (286763.9898156695 5653547.321022593)
Southbound Deerfoot Trail onto Westbound 17 Avenue SE,Single vehicle incident.,2018/01/01 09:36:00 AM,2018/01/01 09:37:00 AM,SE,-114.00687,51.03886129,1,2018-01-01T09:36:0251.0388612894385-114.006870044283,POINT (-114.00687 51.03886129),POINT (289205.6271358442 5658449.126878441)
 Southbound Crowchild Trail approaching 5 Avenue NW ,Traffic incident.,2023/07/28 03:49:22 PM,2023/07/28 04:14:02 PM,NW,-114.1181796233611,51.05765311825981,1,2023-07-28T15:49:2251.05765311825981-114.1181796233611,POINT (-114.1181796233611 51.05765311825981),POINT (281492.4359199798 5660862.784238)
Eastbound Crowchild Trail at Shaganappi Trail NW,Multi-vehicle incident.,2018/12/13 06:29:00 PM,2018/12/13 07:35:00 PM,NW,-114.1481242,51.09702828,1,2018121318293951.0970282764475-114.148124159399,POINT (-114.1481242 51.09702828),POINT (279581.80697593815 5665329.437784976)
Westbound 32 Avenue at 52 Street NE,Two vehicle incident.,2017/08/14 10:11:00 AM,2017/08/14 10:13:00 AM,NE,-113.9589297,51.08157589,1,2017-08-14T09:11:0351.0815758922191-113.958929748477,POINT (-113.9589297 51.08157589),POINT (292756.73583135975 5663061.724122961)
50 Avenue and 25 Street SE,Single vehicle incident.,2018/03/24 05:25:00 PM,2018/03/24 05:34:00 PM,SE,-113.9990112,51.00875647,1,2018-03-24T16:25:3751.0087564708664-113.999011220776,POINT (-113.9990112 51.00875647),POINT (289620.1446212358 5655079.830273256)
Southbound Deerfoot Trail past Peigan Trail SE,Single vehicle incident. Blocking the left lane.,2017/07/22 12:19:00 PM,2017/07/22 12:22:00 PM,SE,-114.0173083,51.0084392,1,2017-07-22T11:19:4351.0084392020507-114.017308292017,POINT (-114.0173083 51.0084392),POINT (288335.40889266273 5655096.974326581)
Shaganappi Trail and 128 Avenue NW,Traffic incident.,2021/04/20 07:03:00 AM,,,-114.1517765,51.16799418,1,2021-04-20T07:03:5151.16799417824195-114.15177645696127,POINT (-114.1517765 51.16799418),POINT (279664.38397180673 5673229.70953484)
 Southland Drive and 19 Street SW ,Traffic incident.,2023/12/14 08:04:27 AM,2023/12/14 09:08:31 AM,SW,-114.1069212416508,50.961317583667125,1,2023-12-14T08:04:2750.961317583667125-114.10692124165081,POINT (-114.10692124165081 50.961317583667125),POINT (281829.38420748233 5650119.80650611)
Spruce Meadows Trail and James McKevitt Road SW,Traffic incident.,2020/03/20 04:44:00 PM,,,-114.0943447,50.89374672,1,2020-03-20T16:44:1850.8937467185995-114.09434471064608,POINT (-114.0943447 50.89374672),POINT (282397.080492743 5642570.863055728)
Sarcee Trail and Country Hills Boulevard NW,Traffic incident.,2022/06/19 02:19:00 PM,2022/06/19 03:34:00 PM,NW,-114.1649241,51.13761293,1,2022-06-19T14:19:5251.13761292803151-114.16492408672522,POINT (-114.1649241 51.13761293),POINT (278600.0044220539 5669891.707809202)
Westbound Canyon Meadows Drive at Macleod Trail SW,Multi-vehicle incident.  Blocking a WB left turn lane,2020/12/10 02:27:00 PM,,,-114.068694,50.93150295,1,2020-12-10T14:27:4050.93150295407853-114.06869396133143,POINT (-114.068694 50.93150295),POINT (284375.2129748511 5646692.8637056695)
 Northbound Deerfoot Trail after Glenmore Trail SE ,Two vehicle incident. Blocking the right lane,2023/05/25 02:18:09 PM,2023/05/25 02:19:44 PM,SE,-114.02872878298568,51.00466375612977,1,2023-05-25T14:18:0951.00466375612977-114.02872878298567,POINT (-114.02872878298567 51.00466375612977),POINT (287517.1550957924 5654710.130191098)
Northbound 18 Street and Glenmore Trail SE,Multi-vehicle incident.,2018/08/28 06:50:00 PM,2018/08/28 07:08:00 PM,SE,-114.0154399,50.98135604,1,2018082818500250.9813560424484-114.015439885746,POINT (-114.0154399 50.98135604),POINT (288343.19977845345 5652080.725373525)
Panamount Hill and Panamount Boulevard NW,There is an incident involving a pedestrian.,2017/09/11 09:50:00 AM,2017/09/11 09:53:00 AM,NW,-114.07699,51.15923165,1,2017-09-11T08:50:3851.1592316491936-114.076989990062,POINT (-114.07699 51.15923165),POINT (284850.7111509546 5672034.005296245)
